codigo,nome,estoque_31_12_2024,estoque_atual,diferenca_quantidade,preco_custo,valor_total_31_12_2024,valor_total_atual,diferenca_valor,movimentacoes_revertidas,saldos_redefinidos
2389,ROLO DO CILINDRO P/5325/27/29,0.0,0.0,0.0,36.92,0.0,0.0,0.0,0,0
239,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2390,ROLO DO SEGUNDO RELE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2391,ROLO DOSADOR 5303/5304,2.0,2.0,0.0,38.06,76.12,76.12,0.0,0,0
2392,ROLO DOSADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2393,ROLO DOSADOR P/5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2394,ROLO DOSADOR P/5450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2395,ROLO ENTINTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2396,ROLO ENTINTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2397,ROLO ESPIRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2398,ROLO ESPIRAL 2318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2399,ROLO FOSOR 2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,ALAVANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
240,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2400,ROLO FUSOR 3222/3227/2212,0.0,0.0,0.0,113.22,0.0,0.0,0.0,0,0
2401,ROLO FUSOR,1.0,0.0,-1.0,10.0,10.0,0.0,-10.0,1,0
2402,ROLO FUSOR,0.0,0.0,0.0,202.88,0.0,0.0,0.0,0,0
2403,ROLO FUSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2404,ROLO FUSOR 2913,0.0,0.0,0.0,63.67,0.0,0.0,0.0,0,0
2405,ROLO FUSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2406,ROLO FUSOR 1502 MARCA RICOH.,0.0,0.0,0.0,123.72,0.0,0.0,0.0,0,0
2407,ROLO FUSOR 2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2408,ROLO FUSOR 2818Z,0.0,0.0,0.0,52.92,0.0,0.0,0.0,0,0
2409,ROLO FUSOR 3235(AE011041V),0.0,0.0,0.0,211.97,0.0,0.0,0.0,0,0
241,BUCHA DO ROLO MISTURADOR 2913/1818,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0,0
2411,ROLO FUSOR CS206(AE010035),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2412,ROLO FUSOR P/2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2413,ROLO FUSOR P/2318/2321(72120020),0.0,0.0,0.0,164.1,0.0,0.0,0.0,0,0
2414,ROLO FUSOR P/2346(64368410),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2415,ROLO FUSOR P/2606E(AE010012),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2416,Produto 2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2417,ROLO FUSOR P/2627/FT4027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2418,ROLO FUSOR P/2635/2732/2740,0.0,0.0,0.0,204.13,0.0,0.0,0.0,0,0
2419,ROLO FUSOR P/2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
242,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2420,ROLO FUSOR P/3018,1.0,1.0,0.0,160.27,160.27,160.27,0.0,0,0
2421,ROLO FUSOR P/3215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2422,ROLO FUSOR P/3320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2423,ROLO IMPRESSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2424,ROLO IMPRESSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2425,ROLO IMPRESSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2426,ROLO IMPRESSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2427,ROLO IMPRESSOR P/5305/25/27,0.0,0.0,0.0,144.79,0.0,0.0,0.0,0,0
2428,ROLO IMPRESSOR P/5306,1.0,1.0,0.0,103.8,103.8,103.8,0.0,0,0
2429,ROLO IMPRESSOR P/5375,0.0,0.0,0.0,223.43,0.0,0.0,0.0,0,0
243,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2430,ROLO INFERIOR DA UNIDADE FUSORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2431,ROLO INFERIOR DE ALIMENTACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2432,ROLO INFERIOR DE SAIDA P/5303/5304,1.0,1.0,0.0,83.39,83.39,83.39,0.0,0,0
2433,ROLO INFERIOR DE SEPARACAO,0.0,0.0,0.0,142.79,0.0,0.0,0.0,0,0
2434,ROLO INFERIOR DO BY-PASS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2435,ROLO INTRODUÇAO SUPERIOR 5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2436,ROLO INTRODUÇAOINFERIOR 5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2437,ROLO LIMPEZA CILINDRO P/2635(A1532120),0.0,0.0,0.0,20.4,0.0,0.0,0.0,0,0
2438,ROLO LIMPEZA FUSAO(AE042004),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2439,ROLO LUBRIFICANTE P/2606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
244,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2440,ROLO MAGNETICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2441,ROLO MAGNETICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2442,ROLO MAGNETICO,0.0,0.0,0.0,302.95,0.0,0.0,0.0,0,0
2443,ROLO MAGNETICO 2318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2444,ROLO MAGNETICO 2335 (77714013) (77714011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2445,ROLO MAGNETICO P/8122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2446,ROLO MAGNETICO(AD031025),1.0,1.0,0.0,228.21,228.21,228.21,0.0,0,0
2447,ROLO MEDIO DE TRACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2448,ROLO MISTURADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2449,ROLO PACK 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
245,BUCHA,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0,0
2450,ROLO PRENDEDOR DO CILINDRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2451,ROLO REGISTRO BY-PASS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2452,ROLO REVERSAO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2453,ROLO REVERSIVEL P/4400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2454,ROLO REVERSOR INFERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2455,ROLO SEPARACAO(54472693),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2456,ROLO SEPARADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2457,ROLO SEPARADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2458,ROLO SEPARADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2459,ROLO SEPARADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
246,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2460,ROLO SEPARADOR INF. P/5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2461,ROLO INFERIOR DE SEPARACAO  P/5305/15/25/27/29,7.0,7.0,0.0,52.35,366.45,366.45,0.0,0,0
2462,ROLO SEPARADOR P/7150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2463,ROLO SEPARADOR SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2464,ROLO SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2465,ROLO DE EXPULSAO INFEROR 5327,1.0,1.0,0.0,93.24,93.24,93.24,0.0,0,0
2466,ROLO DE EXPULSAO SUPERIOR 5327,1.0,1.0,0.0,106.37,106.37,106.37,0.0,0,0
2467,ROLO SUPERIOR DE ALIMENTACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2468,ROLO SUPERIOR DE SAIDA 5303/5304,1.0,1.0,0.0,101.89,101.89,101.89,0.0,0,0
2469,ROLO SUPERIOR REVESAO 5303/5304,0.0,0.0,0.0,162.42,0.0,0.0,0.0,0,0
247,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2470,ROLO SUPERIOR UNIDADE FUSORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2471,ROLO SUPORTE DE REGISTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2472,ROLO TRANSP.VERTICAL 2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2473,ROTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2474,ROTOR UNID. REVELACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2475,S.S.R.IDENTICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2476,SABAO PO MR.INVICTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2477,SACO P/LIXO MR.MASTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2478,SAPATA DO CARRO OTICO,0.0,0.0,0.0,7.03,0.0,0.0,0.0,0,0
2479,SEAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
248,BUCHA DO ROLO FUSOR 2818Z/3220,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0,0
2480,SEGUNDO AGITADOR 2913/2818,0.0,0.0,0.0,19.49,0.0,0.0,0.0,0,0
2481,SEGUNDO ESPELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2482,SELO,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0,0
2483,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2484,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2485,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2486,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2487,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2488,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2489,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
249,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2490,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2491,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2492,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2493,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2494,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2495,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2496,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2497,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2498,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2499,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,ALAVANCA BICO INFERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
250,BUCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2500,SELO DA UNIDADE DE LIMPEZA,1.0,1.0,0.0,21.0,21.0,21.0,0.0,0,0
2501,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2502,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2503,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2504,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2505,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2506,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2507,SELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2508,SELO (C2312582),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2509,SELO 15x30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
251,BUCHA,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0,0
2510,SELO 16X16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2511,SELO 16x16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2512,SELO A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2513,SELO A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2514,SELO A4 5306/5308 (C2312379)V,0.0,0.0,0.0,15.26,0.0,0.0,0.0,0,0
2515,SELO ALIMENTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2516,SELO B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2517,SELO DA LAMINA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2518,SELO DA TELA DE METAL5306/5308(C2312374 V),6.0,6.0,0.0,18.1,108.6,108.6,0.0,0,0
2519,SELO DA UNIDADE DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
252,BUCHA 15 UNID. DE REVELACAO P/2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2520,SELO DA UNIDADE DE LIMPEZA 2613,0.0,0.0,0.0,15.47,0.0,0.0,0.0,0,0
2521,SELO DA UNIDADE DE TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2522,SELO DA UNIDADE DE TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2523,SELO DE BORRACHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2524,SELO DE ENTRADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2525,SELO DE ENTRADA 2727,1.0,1.0,0.0,29.65,29.65,29.65,0.0,0,0
2526,SELO DE ENTRADA DA REVELACAO P/2913Z,0.0,0.0,0.0,17.18,0.0,0.0,0.0,0,0
2527,SELO DE RESERVATORIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2528,SELO DE UNIDADE DE REVELACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2529,SELO DO OLEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
253,BUCHA 19 UNID. REVELACAO P/2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2530,SELO DO RESERVATORIO DE TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2531,SELO DO RESERVATORIO DO TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2532,SELO DO RESERVATORIO DO TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2533,SELO DO TONER 2818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2534,SELO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2535,SELO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2536,SELO FRONTAL DA UNIDADE DE REVELACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2537,SELO FRONTAL DO TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2538,SELO GUIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2539,SELO MECANICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254,BUCHA 5MM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2540,SELO P/3235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2541,SELO P/3235,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0,0
2542,SELO PLACA RASPAGEM 2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2543,SELO PRINCIPAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2544,SELO RETENTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2545,SELO RETENTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2546,SELO SUPERIOR UNID. PRINC.LAM.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2547,SELO TRASEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2548,SELO TRASEIRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2549,SELO TRASEIRO DO TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
255,BUCHA 6 12MM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2550,SENSOR,3.0,3.0,0.0,35.42,106.26,106.26,0.0,0,0
2551,SENSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2552,SENSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2553,SENSOR  DO MASTER,0.0,0.0,0.0,35.81,0.0,0.0,0.0,0,0
2554,SENSOR 2332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2555,SENSOR 3320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2556,SENSOR 4490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2557,SENSOR DE DETECCAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2558,SENSOR DE DETECCAO DO PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2559,SENSOR DE ENTRADA,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0,0
256,BUCHA 6/21 P/2335/2346ZD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2560,SENSOR DE FIM DE PAPEL,0.0,0.0,0.0,10.72,0.0,0.0,0.0,0,0
2561,SENSOR DE IMAGEM 5306/08/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2562,SENSOR DE ORIGINAIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2563,SENSOR DE SAIDA DE PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2564,SENSOR DE TINTA,1.0,1.0,0.0,8.43,8.43,8.43,0.0,0,0
2565,SENSOR DE TONER,0.0,0.0,0.0,48.77,0.0,0.0,0.0,0,0
2566,SENSOR DE TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2567,SENSOR DE TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2568,SENSOR DE TONER (60914510),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2569,SENSOR DE TONER 2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
257,BUCHA 6/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2570,SENSOR DE TONER 2318 (75714301),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2571,SENSOR DE TONER DISPOSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2572,SENSOR DE TONER DISPOSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2573,SENSOR DE TONER P/2322/8122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2574,SENSOR DENSIDADE IMAGEM 2635,1.0,1.0,0.0,56.36,56.36,56.36,0.0,0,0
2575,SENSOR DO FIM DE TONER 2635,0.0,0.0,0.0,49.66,0.0,0.0,0.0,0,0
2576,SENSOR DO MASTER,0.0,0.0,0.0,35.34,0.0,0.0,0.0,0,0
2577,SENSOR DO PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2578,SENSOR DO REGISTRO P/5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2579,SENSOR DO TAMANHO DO PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
258,BUCHA 6/41 P/2335/2346ZD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2580,SENSOR DO TONER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2581,SENSOR MUDANCA DE CASSETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2582,SENSOR OTICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2583,SENSOR OTICO P/5305 (14030539),0.0,0.0,0.0,5.32,0.0,0.0,0.0,0,0
2584,SENSOR P/2622S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2585,SEPARADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2586,SERRILHADEIRA MARCA NUMERGRAF MOD.NGSP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2587,SERVICO DE  RECUPERACAO DO TRANSFORMADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2588,"SERVICO DE CONSERTO,LIMPEZA E LUBRIFICACAO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2589,SERVICO DE MANUTENCAO.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259,BUCHA 688ZZ P/2332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2590,"SERVICO REALIZADO ASSIST.TECNICA,REVISAO GERAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2591,SERVICOS EXECUTADOS NO MOTOR DE PRESSAO E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2592,SETOR DE ENGRENAGEM,0.0,0.0,0.0,79.77,0.0,0.0,0.0,0,0
2593,SETOR DE ENGRENAGEM ROLO PRESSAO 5450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2594,SOLENOIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2595,SOLENOIDE ALIMENTACAO TINTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2596,SOLENOIDE DO ROLO DE REVERSAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2597,SOLENOIDE REGISTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2598,SOQUETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2599,SOQUETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
26,ALAVANCA DA LAMINA LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
260,BUCHA 6MM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2600,SOQUETE FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2601,SOQUETE FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2602,SOQUETE FRONTAL 2332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2603,STENCIL A OLEO MR.GESTETNER C/50 FLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2604,STENCIL C/100 MAGISTERIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2605,STENCIL ELETRONICO CX C/50 FLS.MR.GESTETNER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2606,SUPORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2607,SUPORTE,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0,0
2608,SUPORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2609,SUPORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
261,BUCHA 6MM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2610,SUPORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2611,SUPORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2612,SUPORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2613,SUPORTE BATENTE DO PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2614,SUPORTE DA ALAVANCA B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2615,SUPORTE DA COBERTURA ORIGINAIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2616,SUPORTE DA ESCOVA FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2617,SUPORTE DA GUIA DO PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2618,SUPORTE DA LAMINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2619,SUPORTE DA ROTACAO DO CILINDRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
262,BUCHA 6MM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2620,SUPORTE DA TAMPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2621,SUPORTE DA TAMPA FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2622,SUPORTE DA TAMPA FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2623,SUPORTE DA TAMPA TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2624,SUPORTE DA UNHA P/2606E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2625,SUPORTE DA UNID.REVELAÇAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2626,SUPORTE DA UNIDADE REVELACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2627,SUPORTE DE TERMISTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2628,SUPORTE DE TONER DISPOSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2629,SUPORTE DO ADF-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
263,BUCHA 6MM P/2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2630,SUPORTE DO ARAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2631,SUPORTE DO CONECTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2632,SUPORTE DO ESTICADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2633,SUPORTE DO FUSIVEL TERMICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2634,SUPORTE DO PAPEL,1.0,1.0,0.0,7.74,7.74,7.74,0.0,0,0
2635,SUPORTE DO RECEPTACULO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2636,SUPORTE DO RESERV.DE TONER 2818/2913,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0,0
2637,SUPORTE DO ROLO DE ALIMENTACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2638,SUPORTE DO ROLO DE ALIMENTACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2639,SUPORTE DO SENSOR DE TINTA,1.0,1.0,0.0,4.87,4.87,4.87,0.0,0,0
264,BUCHA 6MM P/2713/3018,8.0,8.0,0.0,7.67,61.36,61.36,0.0,0,0
2640,SUPORTE DO TUBO DE TINTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
